"muni10_id";"cd_geocodm";"id_ibge";"id_snis";"ID_SNIS2";"ID_IBGE2";"ID_SNIS3";"MUNICIP1";"MUNICIP2";"UF";"REGIAO";"CENTRX";"CENTRY";"RENDAPIT";"GINI";"PIB";"IDH";"ag001";"ag020";"ag022";"ge012";"CONSUMO1";"DOMICIL";"REDE";"PROPREDE"
"594";"4201307";"4201307";"420130";"420130";4201307;420130;"ARAQUARI";"Araquari";"SC";4;-48,7582;-26,4619;595,16;0,41;149032,26;0,77;15127;410,9;3960;24810;16,56;7232;3862;0,534015487
"733";"3111002";"3111002";"311100";"311100";3111002;311100;"CAMPESTRE";"Campestre";"MG";3;-46,2215;-21,7104;663,98;0,52;129615,64;0,76;10959;512,6;4379;20686;24,78;6682;3851;0,576324454
"1920";"3516903";"3516903";"351690";"351690";3516903;351690;"GENERAL SALGADO";"General Salgado";"SP";3;-50,4157;-20,6386;767,23;0,46;105499,92;0,76;10082;551,3;3548;10669;51,67;3607;3251;0,901303022
"488";"2607802";"2607802";"260780";"260780";2607802;260780;"ITAQUITINGA";"Itaquitinga";"PE";2;-35,0497;-7,693;245,7;0,46;48940,82;0,59;6886;65,66;868;15692;4,18;4310;3263;0,757076566
"906";"2925956";"2925956";"292595";"292595";2925956;292595;"RAFAEL JAMBEIRO";"Rafael Jambeiro";"BA";2;-39,5833;-12,4702;226,04;0,5;42387,9;0,57;9857;271,17;2791;22874;11,85;6265;3290;0,525139665
"98";"2205003";"2205003";"220500";"220500";2205003;220500;"ITAINPOLIS";"Itainpolis";"PI";2;-41,4811;-7,4099;236;0,5;27995,61;0,59;2410;83;959;11109;7,47;3391;1752;0,516661752
"1280";"4319505";"4319505";"431950";"431950";4319505;431950;"SO SEBASTIO DO CA";"So Sebastio do Ca";"RS";4;-51,338;-29,589;768,29;0,44;256116,02;0,84;14841;609;5009;21932;27,77;7399;5035;0,680497365
"256";"1506302";"1506302";"150630";"150630";1506302;150630;"SALVATERRA";"Salvaterra";"PA";1;-48,6092;-0,8014;279,61;0,57;37703,89;0,72;5499;NA;NA;20183;NA;5070;4029;0,794674556
"751";"2913705";"2913705";"291370";"291370";2913705;291370;"INHAMBUPE";"Inhambupe";"BA";2;-38,4161;-11,7914;251,95;0,54;101187,55;0,57;19870;515,85;5055;36306;14,21;10148;7758;0,764485613
"770";"4212809";"4212809";"421280";"421280";4212809;421280;"BALNERIO PIARRAS";"Balnerio Piarras";"SC";4;-48,7331;-26,7593;811,46;0,45;90717,67;0,8;10612;756,12;8100;17078;44,27;5420;4442;0,819557196
"604";"2516409";"2516409";"251640";"251640";2516409;251640;"TACIMA";"Tacima";"PB";2;-35,5183;-6,5382;190,69;0,49;17224,16;0,55;5920;79,55;1273;10262;7,75;2586;1661;0,642304718
"2295";"3550902";"3550902";"355090";"355090";3550902;355090;"SO SIMO";"So Simo";"";3;-47,5683;-21,4615;755,11;0,46;NA;NA;NA;NA;NA;NA;NA;4427;4028;0,909871245
"401";"2500734";"2500734";"250073";"250073";2500734;250073;"AMPARO";"Amparo";"";2;-37,0388;-7,5609;220,16;0,5;NA;NA;NA;NA;NA;NA;NA;636;338;0,531446541
"120";"1720002";"1720002";"172000";"172000";1720002;172000;"SANTA TEREZINHA DO TOCANT";"Santa Terezinha do Tocant";"TO";1;-47,7503;-6,4722;299,08;0,54;6562,83;0,59;1523;59,34;536;2474;23,99;683;555;0,812591508
"305";"4108809";"4108809";"410880";"410880";4108809;410880;"GUARA";"Guara";"PR";4;-54,2307;-24,1906;767,72;0,58;207432,62;0,78;26349;1123,47;8365;30704;36,59;9686;8719;0,900165187
"312";"4109401";"4109401";"410940";"410940";4109401;410940;"GUARAPUAVA";"Guarapuava";"PR";4;-51,4942;-25,3776;737,01;0,56;1564104,95;0,77;158371;5539,65;48284;167328;33,11;50553;46512;0,920064091
"909";"4301958";"4301958";"430195";"430195";4301958;430195;"BARRA FUNDA";"Barra Funda";"RS";4;-53,0165;-27,922;755,42;0,39;53448,67;0,81;2305;NA;350;2367;NA;718;653;0,909470752
"98";"1301605";"1301605";"130160";"130160";1301605;130160;"FONTE BOA";"Fonte Boa";"";1;-66,3584;-2,4922;198,26;0,63;NA;NA;NA;NA;NA;NA;NA;3900;2621;0,672051282
"850";"3121258";"3121258";"312125";"312125";3121258;312125;"DELTA";"Delta";"MG";3;-47,8097;-19,9361;499,41;0,41;175526,95;0,75;7000;390;2100;8089;48,21;2382;2199;0,923173804
"444";"2504033";"2504033";"250403";"250403";2504033;250403;"CAPIM";"Capim";"PB";2;-35,1696;-6,9004;189,95;0,52;15425,01;0,52;3054;NA;NA;5601;NA;1461;930;0,636550308
"2354";"3556008";"3556008";"355600";"355600";3556008;355600;"URUPS";"Urups";"SP";3;-49,2651;-21,2052;773,69;0,42;185139,57;0,8;11314;1105;3821;12714;86,91;4241;3794;0,89460033
"750";"3112505";"3112505";"311250";"311250";3112505;311250;"CAPIM BRANCO";"Capim Branco";"MG";3;-44,1677;-19,5701;493,86;0,41;30461,03;0,75;8090;458,7;3409;8881;51,65;2647;2439;0,921420476
"981";"2932002";"2932002";"293200";"293200";2932002;293200;"UAU";"Uau";"BA";2;-39,4601;-9,9038;245,23;0,58;43933,63;0,62;14073;398,35;4073;24294;16,4;7055;3601;0,510418143
"844";"2921401";"2921401";"292140";"292140";2921401;292140;"MIRANGABA";"Mirangaba";"BA";2;-40,716;-10,7801;190,43;0,52;30981,29;0,59;2610;68,99;687;16279;4,24;4655;2972;0,638453276
"140";"2804003";"2804003";"280400";"280400";2804003;280400;"MARUIM";"Maruim";"SE";2;-37,1059;-10,7309;302,76;0,5;100336,88;0,66;12887;364,68;3194;16343;22,31;4438;3619;0,815457413
"34";"2102002";"2102002";"210200";"210200";2102002;210200;"BOM JARDIM";"Bom Jardim";"MA";2;-46,4181;-3,9002;193,77;0,59;104846,05;0,52;10689;25,91;116;39049;0,66;9592;6284;0,655129274
"637";"4203956";"4203956";"420395";"420395";4203956;420395;"CAPIVARI DE BAIXO";"Capivari de Baixo";"SC";4;-48,9435;-28,4554;713,53;0,37;99671,53;0,81;14318;739;4491;21674;34,1;6920;6432;0,929479769
"801";"4215356";"4215356";"421535";"421535";4215356;421535;"SALTINHO";"Saltinho";"SC";4;-53,0225;-26,5905;422,97;0,51;23425,76;0,75;1546;31,37;419;3961;7,92;1159;556;0,4797239
"241";"2401602";"2401602";"240160";"240160";2401602;240160;"BENTO FERNANDES";"Bento Fernandes";"RN";2;-35,8119;-5,6759;232,18;0,47;8964,05;0,58;2067;15,52;207;5113;3,04;1299;958;0,737490377
"38";"2202026";"2202026";"220202";"220202";2202026;220202;"BURITI DOS MONTES";"Buriti dos Montes";"PI";2;-41,2232;-5,1433;211,61;0,57;11544,87;0,56;7273;NA;NA;7974;NA;2056;1445;0,702821012
"804";"2918407";"2918407";"291840";"291840";2918407;291840;"JUAZEIRO";"Juazeiro";"BA";2;-40,2731;-9,5445;456,91;0,57;950367,79;0,68;180754;3269;27874;197965;16,51;55019;49956;0,907977244
"180";"2209377";"2209377";"220937";"220937";2209377;220937;"SANTA ROSA DO PIAU";"Santa Rosa do Piau";"PI";2;-42,2275;-6,8096;226,94;0,53;8562,73;0,58;3534;114;1178;5149;22,14;1548;1129;0,729328165
"447";"4119509";"4119509";"411950";"411950";4119509;411950;"PIRAQUARA";"Piraquara";"PR";4;-49,0523;-25,4724;556,48;0,43;305002,03;0,74;78264;2596,89;23503;93207;27,86;26160;24496;0,936391437
"633";"2903805";"2903805";"290380";"290380";2903805;290380;"BOA VISTA DO TUPIM";"Boa Vista do Tupim";"BA";2;-40,6606;-12,7783;191,17;0,56;40987,93;0,61;9313;226,4;2566;17991;12,58;4956;2942;0,59362389
"23";"1703107";"1703107";"170310";"170310";1703107;170310;"BARROLNDIA";"Barrolndia";"TO";1;-48,7917;-9,869;317,95;0,48;12344,15;0,72;4456;191,04;1426;5349;35,72;1572;1301;0,827608142
"784";"2916807";"2916807";"291680";"291680";2916807;291680;"ITARANTIM";"Itarantim";"BA";2;-40,0395;-15,684;344,15;0,52;60838,71;0,66;15552;513,75;4179;18539;27,71;5331;4516;0,847120615
"418";"2601508";"2601508";"260150";"260150";2601508;260150;"BELM DE MARIA";"Belm de Maria";"PE";2;-35,8145;-8,6053;224,72;0,47;29857,05;0,59;5122;54,82;702;11353;4,83;3034;1603;0,528345419
"62";"2705804";"2705804";"270580";"270580";2705804;270580;"OLHO D'GUA DO CASADO";"Olho d'gua do Casado";"AL";2;-37,8159;-9,4367;206,71;0,55;13985,08;0,54;4423;81,69;1052;8491;9,62;2122;1467;0,691328935
"353";"2310407";"2310407";"231040";"231040";2310407;231040;"PARAMOTI";"Paramoti";"CE";2;-39,3993;-4,1609;191,48;0,53;12372,14;0,6;4153;179;1729;11308;15,83;3010;1926;0,63986711
"2365";"3556909";"3556909";"355690";"355690";3556909;355690;"VISTA ALEGRE DO ALTO";"Vista Alegre do Alto";"";3;-48,6492;-21,1767;730,03;0,36;NA;NA;NA;NA;NA;NA;NA;2086;1924;0,922339406
"2163";"3539004";"3539004";"353900";"353900";3539004;353900;"PIRANGI";"Pirangi";"SP";3;-48,6693;-21,0941;771,61;0,38;190665,76;0,78;9528;NA;NA;10623;NA;3375;3021;0,895111111
"1336";"4322251";"4322251";"432225";"432225";4322251;432225;"TUPANDI";"Tupandi";"RS";4;-51,4268;-29,4744;807,79;0,31;72600,12;0,82;0;NA;NA;3924;NA;1280;1066;0,8328125
"1217";"3151602";"3151602";"315160";"315160";3151602;315160;"PLANURA";"Planura";"MG";3;-48,6463;-20,0813;649,92;0,44;260500,91;0,78;10091;557,5;3689;10384;53,69;3282;3089;0,941194394
"2235";"3545308";"3545308";"354530";"354530";3545308;354530;"SALTO DE PIRAPORA";"Salto de Pirapora";"SP";3;-47,5806;-23,6528;609,87;0,45;545510,38;0,77;40132;1793,1;12618;40132;44,68;11490;10821;0,941775457
"315";"2408300";"2408300";"240830";"240830";2408300;240830;"NOVA CRUZ";"Nova Cruz";"RN";2;-35,429;-6,4486;307,22;0,53;76019,68;0,62;24380;569,57;5406;35490;16,05;9786;8007;0,818209687
"144";"2207207";"2207207";"220720";"220720";2207207;220720;"PADRE MARCOS";"Padre Marcos";"PI";2;-40,884;-7,3761;214,25;0,53;12149,7;0,54;2218;104;1305;6657;15,62;2007;1087;0,541604385
"212";"2210904";"2210904";"221090";"221090";2210904;221090;"SOCORRO DO PIAU";"Socorro do Piau";"PI";2;-42,4764;-7,8967;193,66;0,58;8271,88;0,57;1796;47;516;4522;10,39;1280;750;0,5859375
"783";"2916708";"2916708";"291670";"291670";2916708;291670;"ITAQUARA";"Itaquara";"BA";2;-39,8976;-13,4523;219,9;0,57;20603;0,59;4807;117,97;1194;7678;15,36;2224;1593;0,716276978
"469";"2505808";"2505808";"250580";"250580";2505808;250580;"DUAS ESTRADAS";"Duas Estradas";"PB";2;-35,3965;-6,7202;259,21;0,52;9556,86;0,57;3135;46,58;532;3638;12,8;1074;828;0,770949721
"290";"5106174";"5106174";"510617";"510617";5106174;510617;"NOVA NAZAR";"Nova Nazar";"MT";5;-51,8894;-14,1558;377,42;0,56;20136,51;0;1013;80,32;NA;3029;26,52;760;363;0,477631579
"187";"5005202";"5005202";"500520";"500520";5005202;500520;"LADRIO";"Ladrio";"MS";5;-57,5709;-19,1003;562,06;0,53;47827,12;0,78;18494;609;4275;19617;31,04;5165;4837;0,936495644
"390";"2313351";"2313351";"231335";"231335";2313351;231335;"TEJUUOCA";"Tejuuoca";"CE";2;-39,5849;-3,9337;198,87;0,52;26243,83;0,61;2459;164;1528;16827;9,75;4289;2446;0,570296106
"191";"2209872";"2209872";"220987";"220987";2209872;220987;"SO JOO DA FRONTEIRA";"So Joo da Fronteira";"";2;-41,2833;-4,0114;193,55;0,55;NA;NA;NA;NA;NA;NA;NA;1511;888;0,587690271
"119";"2106755";"2106755";"210675";"210675";2106755;210675;"MIRANDA DO NORTE";"Miranda do Norte";"MA";2;-44,5269;-3,5314;241,81;0,48;22627,35;0,63;12121;134,02;1006;24427;5,49;5195;3891;0,748989413
"2109";"3533908";"3533908";"353390";"353390";3533908;353390;"OLMPIA";"Olmpia";"SP";3;-48,9596;-20,7052;771,53;0,44;693114,19;0,82;47244;NA;15393;50024;NA;15985;14291;0,894025649
"777";"2916104";"2916104";"291610";"291610";2916104;291610;"ITAPARICA";"Itaparica";"BA";2;-38,6569;-12,8926;404,91;0,6;74207,66;0,71;19581;507,28;5406;20725;24,48;6341;5599;0,882983757
"124";"2802403";"2802403";"280240";"280240";2802403;280240;"GARARU";"Gararu";"SE";2;-37,2041;-10,0274;225,64;0,62;34261,43;0,57;9180;245,76;2445;11405;21,55;3215;2331;0,72503888
"430";"2602704";"2602704";"260270";"260270";2602704;260270;"BUENOS AIRES";"Buenos Aires";"PE";2;-35,3472;-7,7379;244,81;0,46;37851,3;0,62;6848;53,63;579;12537;4,28;3567;2685;0,752733389
"853";"3121506";"3121506";"312150";"312150";3121506;312150;"DESTERRO DO MELO";"Desterro do Melo";"MG";3;-43,5198;-21,1507;372,6;0,46;10350,79;0,69;1390;57,57;622;3015;19,09;956;457;0,478033473
"745";"4211306";"4211306";"421130";"421130";4211306;421130;"NAVEGANTES";"Navegantes";"SC";4;-48,6223;-26,8309;717,1;0,45;281631,98;0,77;58167;1523;19310;60556;25,15;18566;17199;0,926370785
"928";"3127602";"3127602";"312760";"312760";3127602;312760;"GOUVEIA";"Gouveia";"MG";3;-43,8335;-18,5235;378,19;0,46;45823,54;0,74;8229;305,6;2800;11681;26,16;3360;2916;0,867857143
"893";"4301107";"4301107";"430110";"430110";4301107;430110;"ARROIO DOS RATOS";"Arroio dos Ratos";"RS";4;-51,7519;-30,1932;604,83;0,48;81822,07;0,77;12742;186;4337;13606;13,67;4608;4334;0,940538194
"1884";"3514205";"3514205";"351420";"351420";3514205;351420;"DOLCINPOLIS";"Dolcinpolis";"SP";3;-50,5283;-20,1175;619,75;0,36;13786,89;0,76;2061;104,9;756;2096;50,05;729;686;0,941015089
"491";"2507903";"2507903";"250790";"250790";2507903;250790;"JURIPIRANGA";"Juripiranga";"PB";2;-35,2144;-7,3547;229,17;0,54;40628,7;0,53;6633;109,38;1681;10237;10,68;2904;2119;0,729683196
"611";"2902054";"2902054";"290205";"290205";2902054;290205;"ARAAS";"Araas";"BA";2;-38,2132;-12,178;222,69;0,54;69798,17;0,57;8830;NA;NA;11561;NA;3121;2245;0,719320731
"2342";"3554953";"3554953";"355495";"355495";3554953;355495;"TUIUTI";"Tuiuti";"";3;-46,6876;-22,8303;626,69;0,39;NA;NA;NA;NA;NA;NA;NA;1889;1047;0,554261514
"697";"2909208";"2909208";"290920";"290920";2909208;290920;"CORONEL JOO S";"Coronel Joo S";"BA";2;-37,9594;-10,2645;236,05;0,49;33946,03;0,53;9896;221,27;2876;17066;12,97;4868;2535;0,52074774
"1490";"3301504";"3301504";"330150";"330150";3301504;330150;"CORDEIRO";"Cordeiro";"RJ";3;-42,3424;-22,0588;719,73;0,48;102745,97;0,79;19393;1248;6276;20430;61,09;6603;6106;0,924731183
"774";"2915809";"2915809";"291580";"291580";2915809;291580;"ITAMB";"Itamb";"BA";2;-40,4674;-15,1667;307,25;0,41;87720,71;0,61;21316;634,28;5527;23089;27,47;6092;4977;0,816973079
"759";"2914505";"2914505";"291450";"291450";2914505;291450;"IRAR";"Irar";"BA";2;-38,7556;-12,0511;301,54;0,5;53813,21;0,65;9843;279,06;2697;27466;10,16;7803;3808;0,488017429
"102";"2709400";"2709400";"270940";"270940";2709400;270940;"VIOSA";"Viosa";"AL";2;-36,271;-9,3623;240,44;0,61;50035,21;0,61;21863;639,36;4769;25407;25,16;6687;4988;0,745924929
"233";"2301307";"2301307";"230130";"230130";2301307;230130;"ARARIPE";"Araripe";"CE";2;-40,0767;-7,239;193,18;0,56;45750,53;0,58;6678;250;2724;20685;12,09;5551;3545;0,638623671
"77";"1300086";"1300086";"130008";"130008";1300086;130008;"ANAM";"Anam";"AM";1;-61,7169;-3,5022;226,67;0,58;18938,03;0,64;4500;NA;NA;10214;NA;1883;997;0,529474243
"688";"3106903";"3106903";"310690";"310690";3106903;310690;"BICAS";"Bicas";"MG";3;-43,1048;-21,7315;707,52;0,55;58724;0,8;12957;554,71;4704;13653;40,63;4597;4270;0,928866652
"217";"2211100";"2211100";"221110";"221110";2211100;221110;"UNIO";"Unio";"PI";2;-42,7953;-4,5948;229,01;0,52;139473,19;0,6;19337;281;3619;42654;6,59;10839;5717;0,527447181
"115";"1302900";"1302900";"130290";"130290";1302900;130290;"MAUS";"Maus";"AM";1;-58,0611;-4,9852;238,1;0,65;98286,25;0,69;25832;NA;2580;52236;NA;10004;5198;0,519592163
"1769";"3503703";"3503703";"350370";"350370";3503703;350370;"ARIRANHA";"Ariranha";"SP";3;-48,779;-21,1858;747,52;0,4;185431,26;0,77;8094;549;2216;8547;64,23;2691;2450;0,910442215
"1483";"3300951";"3300951";"330095";"330095";3300951;330095;"COMENDADOR LEVY GASPARIAN";"Comendador Levy Gasparian";"RJ";3;-43,2566;-22,0433;535,42;0,44;92339,41;0,75;8113;NA;NA;8180;NA;2485;2312;0,930382294
"932";"2928307";"2928307";"292830";"292830";2928307;292830;"SANTANPOLIS";"Santanpolis";"BA";2;-38,8618;-11,9745;261,4;0,53;15448,79;0,63;4194;101,76;1243;8776;11,6;2480;1251;0,504435484
"975";"3131703";"3131703";"313170";"313170";3131703;313170;"ITABIRA";"Itabira";"MG";3;-43,2999;-19,6006;734,88;0,52;1780086,34;0,8;109783;4718;30204;109783;42,98;31711;29092;0,917410362
"358";"4113007";"4113007";"411300";"411300";4113007;411300;"JUSSARA";"Jussara";"PR";4;-52,4478;-23,637;670,9;0,46;88400,58;0,77;6223;399;2450;6610;60,36;2113;1980;0,937056318
"2339";"3554755";"3554755";"355475";"355475";3554755;355475;"TRABIJU";"Trabiju";"SP";3;-48,3452;-22,0323;504,71;0,4;22241,14;0,76;1418;NA;419;1544;NA;464;428;0,922413793
"712";"2910602";"2910602";"291060";"291060";2910602;291060;"ESPLANADA";"Esplanada";"BA";2;-37,8878;-11,9356;299,75;0,59;239153,29;0,61;26393;666,97;5998;32802;20,33;8645;7001;0,809832273
"528";"4125555";"4125555";"412555";"412555";4125555;412555;"SO MANOEL DO PARAN";"So Manoel do Paran";"PR";4;-52,6124;-23,3723;709,77;0,44;25716,36;0,75;1426;61,92;487;2098;29,51;677;628;0,927621861
"960";"2930402";"2930402";"293040";"293040";2930402;293040;"SERRA PRETA";"Serra Preta";"BA";2;-39,3724;-12,1052;226,04;0,49;33587,96;0,6;8388;211,39;2411;15401;13,73;4311;2290;0,531199258
"1022";"3201506";"3201506";"320150";"320150";3201506;320150;"COLATINA";"Colatina";"ES";3;-40,6556;-19,4863;775,72;0,52;746362,85;0,77;102208;5779;32711;111788;51,7;36191;32111;0,88726479
"1300";"3158904";"3158904";"315890";"315890";3158904;315890;"SANTANA DO MANHUAU";"Santana do Manhuau";"MG";3;-41,8923;-20,056;356,3;0,48;25513,52;0,67;4142;124,24;1191;8582;14,48;2545;1221;0,479764244
"2152";"3537800";"3537800";"353780";"353780";3537800;353780;"PIEDADE";"Piedade";"SP";3;-47,4381;-23,787;586,11;0,49;377221,79;0,76;26838;1175;8312;52143;22,53;15414;8210;0,532632672
"99";"2709152";"2709152";"270915";"270915";2709152;270915;"TEOTNIO VILELA";"Teotnio Vilela";"AL";2;-36,3715;-9,9642;240,71;0,52;59257,12;0,57;32000;NA;2621;41152;NA;10324;7696;0,745447501
"1083";"3140555";"3140555";"314055";"314055";3140555;314055;"MATA VERDE";"Mata Verde";"MG";3;-40,7023;-15,7615;295,07;0,48;16768,35;0,6;6388;253,33;2705;7874;32,17;2225;1792;0,805393258
"219";"2300150";"2300150";"230015";"230015";2300150;230015;"ACARAPE";"Acarape";"CE";2;-38,6631;-4,2224;256,06;0,43;37862,91;0,62;7982;360;3051;15338;23,47;4184;3200;0,764818356
"353";"4112702";"4112702";"411270";"411270";4112702;411270;"JATAIZINHO";"Jataizinho";"PR";4;-50,9242;-23,2512;493,63;0,47;71071,74;0,73;11665;515;4173;11875;43,37;3668;3370;0,918756816
"905";"2925931";"2925931";"292593";"292593";2925931;292593;"QUIXABEIRA";"Quixabeira";"BA";2;-40,1116;-11,3783;234,45;0,51;14647,45;0,61;7258;183,92;2296;9554;19,25;3036;2235;0,736166008
"279";"2304608";"2304608";"230460";"230460";2304608;230460;"GENERAL SAMPAIO";"General Sampaio";"CE";2;-39,4445;-4,0561;239,32;0,52;16197,7;0,61;2837;139;1064;6218;22,35;1549;1151;0,743060039
"454";"4120002";"4120002";"412000";"412000";4120002;412000;"PORECATU";"Porecatu";"PR";4;-51,4099;-22,7427;715,67;0,43;110143,86;0,79;12867;565,92;4205;14189;39,88;4329;4005;0,925155925
"2320";"3553302";"3553302";"355330";"355330";3553302;355330;"TAMBA";"Tamba";"SP";3;-47,239;-21,6018;745,35;0,45;498732,41;0,79;20709;2740;6717;22406;122,29;6855;6245;0,911013858
"1885";"3514304";"3514304";"351430";"351430";3514304;351430;"DOURADO";"Dourado";"SP";3;-48,3335;-22,1173;693,6;0,38;101631,67;0,78;8511;458;2979;8609;53,2;2837;2644;0,931970391
"761";"4212205";"4212205";"421220";"421220";4212205;421220;"PAPANDUVA";"Papanduva";"SC";4;-50,1714;-26,4987;584,97;0,48;170493,3;0,74;9693;267;NA;17928;14,89;5356;2851;0,532300224
"1323";"3160900";"3160900";"316090";"316090";3160900;316090;"SO BRS DO SUAU";"So Brs do Suau";"MG";3;-43,9724;-20,6275;450,74;0,54;39312,64;0,74;3129;177,76;1393;3513;50,6;1103;996;0,90299184
"149";"2207553";"2207553";"220755";"220755";2207553;220755;"PAQUET";"Paquet";"PI";2;-41,6844;-7,1383;193,03;0,5;8726,92;0,53;537;12;152;4147;2,89;1168;714;0,61130137
"2172";"3539905";"3539905";"353990";"353990";3539905;353990;"POLONI";"Poloni";"SP";3;-49,8201;-20,7531;778,37;0,39;53012,7;0,79;4632;281,7;1669;5395;52,22;1815;1603;0,883195592
"375";"2413706";"2413706";"241370";"241370";2413706;241370;"STIO NOVO";"Stio Novo";"RN";2;-35,9273;-6,088;213,34;0,46;7808,71;0,61;2390;61,58;677;5020;12,27;1427;997;0,698668535
"25";"2702355";"2702355";"270235";"270235";2702355;270235;"CRABAS";"Crabas";"AL";2;-36,7892;-9,6283;193,89;0,53;39578,55;0,55;12006;198,23;2889;22641;8,76;5863;3701;0,631246802
"884";"4300661";"4300661";"430066";"430066";4300661;430066;"ANDR DA ROCHA";"Andr da Rocha";"";4;-51,5055;-28,5953;790,34;0,51;NA;NA;NA;NA;NA;NA;NA;425;309;0,727058824
"2198";"3542008";"3542008";"354200";"354200";3542008;354200;"QUINTANA";"Quintana";"SP";3;-50,3692;-22,1005;570,43;0,43;41953,93;0,74;5808;265,4;1944;6004;44,2;1947;1822;0,935798665
"1187";"3149101";"3149101";"314910";"314910";3149101;314910;"PEDRALVA";"Pedralva";"MG";3;-45,4539;-22,2496;533,72;0,56;46357,79;0,74;5563;212,84;1886;11467;18,56;3403;1737;0,510431972
"682";"2907707";"2907707";"290770";"290770";2907707;290770;"CHORROCH";"Chorroch";"BA";2;-39,1891;-9,2717;244,52;0,58;15656,93;0,59;6272;169,46;1509;10734;15,79;2739;1415;0,516611902
"1549";"3305554";"3305554";"330555";"330555";3305554;330555;"SEROPDICA";"Seropdica";"RJ";3;-43,7026;-22,7596;585,83;0,48;488636,31;0,76;54402;1210;5036;78186;15,48;24256;22741;0,937541227
"172";"2110500";"2110500";"211050";"211050";2110500;211050;"SO BENTO";"So Bento";"MA";2;-44,9995;-2,7984;204,08;0,56;47225,54;0,59;11794;53,77;368;40736;1,32;9664;5470;0,566018212
"2260";"3547700";"3547700";"354770";"354770";3547700;354770;"SANTO ANASTCIO";"Santo Anastcio";"SP";3;-51,7225;-22,0378;711,46;0,53;108570,09;0,79;18953;973,9;6313;20475;47,57;6691;6195;0,925870572
"107";"2106102";"2106102";"210610";"210610";2106102;210610;"LORETO";"Loreto";"MA";2;-45,2198;-7,2207;197,37;0,54;38748,26;0,6;5778;70,49;566;11390;6,19;2670;1565;0,586142322
"59";"2103307";"2103307";"210330";"210330";2103307;210330;"COD";"Cod";"MA";2;-43,886;-4,6072;266,96;0,58;213727,83;0,56;71028;323;1561;118038;2,74;29571;22947;0,775996754
"621";"2902807";"2902807";"290280";"290280";2902807;290280;"BARRA DA ESTIVA";"Barra da Estiva";"BA";2;-41,1345;-13,6462;266,34;0,55;54277,79;0,64;1022;26,14;246;21187;1,23;5617;4354;0,775146876
"736";"3111200";"3111200";"311120";"311120";3111200;311120;"CAMPO BELO";"Campo Belo";"MG";3;-45,2559;-20,9197;642,61;0,48;262569,87;0,78;49040;NA;16160;51544;NA;17166;16112;0,938599557
"804";"3117306";"3117306";"311730";"311730";3117306;311730;"CONCEIO DAS ALAGOAS";"Conceio das Alagoas";"MG";3;-48,3615;-19,9598;754,23;0,53;406288,77;0,77;21064;918;6157;23043;39,84;6956;6285;0,903536515
"553";"2613305";"2613305";"261330";"261330";2613305;261330;"SO JOAQUIM DO MONTE";"So Joaquim do Monte";"PE";2;-35,8429;-8,4545;238,28;0,55;62534,62;0,57;12979;66,81;855;20488;3,26;6189;4576;0,739376313
"407";"2501153";"2501153";"250115";"250115";2501153;250115;"AREIA DE BARANAS";"Areia de Baranas";"";2;-36,9641;-7,1038;270,57;0,46;NA;NA;NA;NA;NA;NA;NA;488;245;0,50204918
"85";"2204105";"2204105";"220410";"220410";2204105;220410;"FRANCISCO AYRES";"Francisco Ayres";"PI";2;-42,7215;-6,6692;267,88;0,52;8299,17;0,59;2060;66;759;4477;14,74;1323;1027;0,776266062
"336";"2410256";"2410256";"241025";"241025";2410256;241025;"PORTO DO MANGUE";"Porto do Mangue";"RN";2;-36,8396;-5,0875;255,05;0,56;113487,13;0,6;1517;21,79;194;5217;4,18;1441;736;0,510756419
"75";"2104305";"2104305";"210430";"210430";2104305;210430;"GODOFREDO VIANA";"Godofredo Viana";"MA";2;-45,7587;-1,4475;222,04;0,5;8066,18;0,6;2607;NA;NA;10635;NA;2477;1335;0,538958417
"54";"1200054";"1200054";"120005";"120005";1200054;120005;"ASSIS BRASIL";"Assis Brasil";"AC";1;-70,0059;-10,7791;282,65;0,62;14847,81;0,67;3003;62,54;747;6072;10,3;1539;765;0,497076023
"1861";"3512001";"3512001";"351200";"351200";3512001;351200;"COLINA";"Colina";"SP";3;-48,589;-20,7462;700,24;0,46;344538,75;0,81;17371;NA;4632;17371;NA;5313;4933;0,92847732
"497";"2608404";"2608404";"260840";"260840";2608404;260840;"JUREMA";"Jurema";"PE";2;-36,1427;-8,7554;203,68;0,51;37407,77;0,55;9547;107,94;1418;14541;7,42;4163;2793;0,670910401
"209";"2210656";"2210656";"221065";"221065";2210656;221065;"SIGEFREDO PACHECO";"Sigefredo Pacheco";"";2;-41,8132;-4,9801;194,7;0,51;NA;NA;NA;NA;NA;NA;NA;2754;1699;0,616920842
"679";"2907509";"2907509";"290750";"290750";2907509;290750;"CATU";"Catu";"BA";2;-38,4161;-12,333;458,94;0,58;1377496,9;0,72;47849;1211,15;11797;51077;23,71;15169;13724;0,90473993
"41";"1706001";"1706001";"170600";"170600";1706001;170600;"COUTO MAGALHES";"Couto Magalhes";"TO";1;-49,1625;-8,4369;282,7;0,55;8877,29;0,63;2184;76,16;725;5009;15,2;1421;707;0,497536946
"108";"2800605";"2800605";"280060";"280060";2800605;280060;"BARRA DOS COQUEIROS";"Barra dos Coqueiros";"SE";2;-36,9718;-10,853;397,3;0,6;145204,12;0,68;23746;706,33;6362;24976;28,28;6846;5996;0,875839907
